dataset,setting,method,rows,active_rows,active_same_sample_harm_rows,active_fresh_risk_harm_rows,active_share,same_sample_mse_gain_pct,fresh_risk_gain_pct,gain_gap_same_minus_fresh_pct,mean_selection_penalty_delta,median_selection_penalty_delta,p90_abs_selection_penalty_delta,same_sample_harm_share,fresh_risk_harm_share,active_same_sample_harm_share,active_fresh_risk_harm_share
Twins,"Twins A, strength=0",ctmle,96,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Twins,"Twins A, strength=0",cui_selective_ml,96,49,25,15,0.5104166666666666,2.103732465233295,-8.800603335834495,10.90433580106779,-0.003826960052548296,0.0,0.0007194779754281374,0.2604166666666667,0.15625,0.5102040816326531,0.30612244897959184
Twins,"Twins A, strength=0",ma_dr_bc,96,1,0,1,0.010416666666666666,0.16177321669727,-0.03302162733702873,0.19479484403429873,-2.4237132646018046e-05,0.0,0.0,0.0,0.010416666666666666,0.0,1.0
Twins,"Twins A, strength=0",tmle,96,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Twins,"Twins A, strength=3",aipw,96,2,1,0,0.020833333333333332,-0.09549774711594834,0.23922464128098034,-0.3347223883969287,1.5194412626777617e-05,0.0,0.0,0.010416666666666666,0.0,0.5,0.0
Twins,"Twins A, strength=3",ctmle,96,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Twins,"Twins A, strength=3",cui_selective_ml,96,60,1,2,0.625,18.880986787689405,-44.64195103335417,63.52293782104357,-69.88749888691619,0.0,0.0032078188470692996,0.010416666666666666,0.020833333333333332,0.016666666666666666,0.03333333333333333
Twins,"Twins A, strength=3",ma_dr_bc,96,2,0,0,0.020833333333333332,0.4664696309123899,0.23922464128098034,0.22724498963140957,-0.00010275645120747303,0.0,0.0,0.0,0.0,0.0,0.0
Twins,"Twins A, strength=3",tmle,96,2,1,1,0.020833333333333332,0.23210042029230227,0.19306240649503362,0.03903801379726865,2.6446474151670173e-06,0.0,0.0,0.010416666666666666,0.010416666666666666,0.5,0.5
Twins,"Twins B, strength=0",aipw,96,3,1,2,0.03125,1.1637550698585135,-0.029581251329365,1.1933363211878785,-5.318911807900771e-05,0.0,0.0,0.010416666666666666,0.020833333333333332,0.3333333333333333,0.6666666666666666
Twins,"Twins B, strength=0",ctmle,96,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
